Nomor Peserta,Nilai Akademik,Nilai Portofolio,Essay
108562,91,63,62
103864,96,73,99
107369,68,74,74
109517,84,67,87
101335,85,85,61
102074,85,98,75
102400,97,75,80
103811,70,98,68
108234,92,60,100
100398,63,96,76
108747,81,63,81
107842,100,100,94
109785,73,95,97
107087,92,70,84
102645,65,65,63
104318,81,72,82
103508,100,90,94
109430,73,63,74
100698,87,75,71
108168,94,74,60
104756,60,60,89
103746,99,79,73
102060,77,87,82
106859,92,84,98
105093,92,100,86
106929,71,100,89
100989,66,73,99
101868,78,80,67
100483,93,83,63
107955,65,77,80
109756,77,93,91
101480,70,78,67
109544,72,96,74
102587,77,99,73
102901,91,90,90
102356,63,62,62
107311,100,95,66
103703,94,96,87
109478,90,79,67
100988,66,68,65
107660,60,83,95
102554,64,62,98
101114,64,67,71
108034,60,80,96
102457,95,67,93
107240,82,70,86
109588,90,76,85
109123,99,60,72
101672,89,63,88
101077,82,99,68
103204,83,75,71
102416,86,91,61
103626,71,60,78
102777,62,100,63
109691,81,97,62
105460,72,72,98
101842,76,80,68
103766,62,92,82
103170,87,90,95
101844,72,80,64
102084,95,72,75
103219,60,70,90
102525,73,67,77
109281,97,71,97
106381,78,65,64
108726,95,66,82
108030,70,87,66
109904,79,85,85
108906,87,96,82
100885,69,64,95
107225,98,64,65
105957,72,97,86
104284,98,65,66
105310,98,68,96
103464,65,74,95
104029,82,82,84
102444,72,84,76
109070,62,71,75
101942,60,71,79
102024,84,96,89
106088,89,69,61
105201,88,99,90
100157,92,60,64
108937,64,65,92
100437,68,75,79
108666,78,83,84
104197,88,78,62
102204,67,69,89
109763,68,82,73
106724,76,77,62
102499,82,76,61
101603,75,81,75
100085,80,93,64
100933,81,81,95
100713,83,70,75
104373,93,75,82
109451,62,84,80
109029,86,91,93
105716,71,96,94
102672,84,80,62
102073,75,95,91
100050,85,66,63
105380,65,79,65
103651,82,72,81
109727,94,91,71
102657,89,62,61
107531,72,84,79
105043,80,61,81
103823,93,89,84
100289,71,90,77
104027,90,86,99
100972,71,65,95
102720,66,94,72
104449,91,69,61
104089,94,68,85
109565,81,73,86
108006,70,91,91
103507,87,83,100
104434,77,100,60
101464,98,73,70
106001,66,62,99
107601,71,82,81
103776,89,77,72
105488,73,65,94
105446,79,75,72
108965,67,84,99
106318,76,79,79
101248,66,64,98
100448,100,99,61
107783,75,60,64
107816,62,60,94
106766,70,99,94
107083,100,70,84
108143,89,89,100
108869,70,84,80
103501,70,69,68
101100,91,71,90
103418,77,80,79
105121,95,61,88
104013,96,71,99
103357,96,65,82
107968,77,86,68
109343,81,73,74
107830,87,63,69
104400,85,92,82
107103,68,92,74
104566,93,64,75
105073,69,96,63
109566,71,96,62
103298,88,61,66
102375,76,93,90
105530,62,87,93
108325,68,86,89
109850,93,81,80
101084,74,100,71
109358,100,82,87
104216,61,95,100
105231,91,74,60
103543,82,71,100
109855,60,80,86
106993,72,75,83
103399,100,62,96
104987,60,78,85
106241,88,69,89
106072,91,90,83
106711,88,83,66
102496,79,85,88
100292,92,67,96
107949,64,70,70
108585,77,83,88
100896,89,98,63
101853,98,64,86
107752,86,76,87
108755,85,73,82
104992,78,92,81
103591,80,67,85
100443,67,93,61
101489,94,91,96
100911,88,94,60
100531,92,88,89
103649,98,76,91
107529,72,67,82
100260,84,86,71
106113,67,85,61
100986,69,83,60
102087,99,66,75
100802,93,90,65
106858,90,71,92
105091,95,83,96
109499,94,80,86
102802,99,67,76
101736,62,60,84
105621,89,74,94
108081,99,70,100
108267,82,66,64
100148,95,79,84
108597,60,63,63
100072,86,88,67
105484,64,91,85
102214,69,63,92
101174,66,97,94
102749,89,97,85
100602,65,67,74
109018,61,68,72
108915,82,64,63
101604,86,65,74
100280,89,71,69
102987,65,79,71
100937,76,92,91
104799,86,76,62
104496,86,66,83
106150,74,82,70
103849,84,94,83
101409,68,61,75
107726,79,90,80
101468,89,93,68
106379,71,61,67
108864,81,93,62
107778,62,61,98
106458,86,78,90
101836,64,73,74
107715,82,83,93
107533,78,76,70
102199,98,67,87
107122,61,94,92
105910,64,94,85
103658,99,94,96
106948,79,64,91
108782,87,88,95
109952,67,100,74
104626,89,76,70
106596,94,80,84
108148,84,69,96
107252,72,97,89
104822,65,95,67
109299,73,90,91
108910,98,97,76
108260,75,97,79
106745,60,77,68
100728,64,98,98
105963,82,95,99
101839,90,74,98
103654,92,100,98
101766,91,65,61
109319,96,98,85
102717,63,88,60
109822,95,86,81
103702,79,61,69
105704,94,98,92
105800,77,85,85
102639,63,80,63
105001,68,70,70
108587,61,65,72
104718,75,98,70
102429,68,61,97
104129,82,64,75
101796,70,94,82
102071,72,95,68
105333,63,75,96
106292,82,100,100
109190,72,63,61
109660,85,72,97
104661,86,66,80
107019,100,79,84
101330,60,62,85
103473,98,60,61
108079,87,69,67
106469,100,77,76
105610,96,81,60
106809,81,67,68
109929,81,71,78
107109,66,80,96
106056,72,71,82
107965,67,75,98
108967,63,83,78
102006,70,75,86
100216,87,79,70
107920,84,98,70
102141,69,79,79
103228,96,93,76
101397,68,80,99
103095,69,81,96
102797,95,75,72
107358,61,67,87
100872,98,94,95
104001,80,73,76
102418,85,83,67
104880,85,98,69
104403,65,87,65
105558,60,95,66
108838,99,66,95
106337,66,84,76
100206,66,75,67
104866,99,64,90
103610,77,66,60
101898,71,67,67
104542,77,61,63
108288,97,81,63
105778,90,64,84
108382,69,96,61
109325,72,72,65
105012,77,90,96
100090,96,71,82
104909,92,82,85
105881,63,63,65
107073,72,89,74
102152,97,63,75
102075,67,82,97
104141,65,62,62
109125,77,97,89
105122,78,78,62
106470,78,81,67
104918,77,63,67
102604,93,99,76
103536,70,64,80
104045,69,72,99
109043,86,92,78
106451,64,78,86
109355,100,95,98
106215,85,66,86
107600,97,88,74
100275,67,83,86
105826,93,84,96
107540,77,87,61
103944,99,78,72
104915,77,76,70
109666,98,96,77
109527,68,61,73
101744,98,74,75
101801,83,87,74
106413,94,73,95
105829,97,73,62
104732,87,86,80
104427,64,80,73
108701,62,74,99
106870,85,79,68
105197,66,99,75
100627,70,86,80
104162,79,77,80
103575,75,81,78
106739,80,92,67
106473,75,84,90
108679,95,98,87
107113,67,67,71
101313,100,87,62
104723,96,68,60
106499,88,82,60
100419,69,73,89
105724,96,90,95
106330,83,62,88
100946,95,85,78
102582,88,100,97
101146,78,99,69
109870,74,73,69
104959,99,90,92
100675,80,99,91
109879,96,90,66
101534,68,60,75
105305,99,95,81
103627,73,63,97
106139,100,73,88
104746,81,69,64
100995,92,83,66
109867,92,68,91
106727,90,76,66
107639,69,97,96
107239,87,98,100
105690,88,94,87
107649,83,67,100
103567,88,91,83
103981,62,66,87
108439,80,69,86
101869,82,87,89
106468,92,70,61
101680,67,67,73
107727,81,84,98
101635,80,75,75
102617,79,91,88
101317,85,95,99
109232,97,95,89
101526,84,98,95
108295,79,85,72
102430,73,69,84
109847,87,99,93
108088,82,90,62
104864,87,89,100
109578,63,79,97
103870,93,93,76
109278,89,74,99
109624,81,67,76
107209,62,97,96
103289,98,76,61
105354,84,71,89
104708,77,86,81
101102,73,88,73
107602,69,66,61
100273,85,83,92
106842,97,77,92
109707,74,88,70
108060,89,100,90
103745,67,95,95
105325,87,88,74
109581,88,77,79
107149,82,89,62
103710,64,72,95
101527,63,81,97
103038,84,65,90
109216,99,64,93
105747,86,84,73
100616,69,67,81
101006,67,85,90
100422,80,99,72
102816,71,74,86
109367,66,77,75
101753,88,63,89
109969,62,89,67
108642,99,95,75
103984,87,93,70
104473,91,80,100
106883,95,82,84
103913,72,86,77
105163,60,62,87
106566,83,78,63
109905,65,62,72
105739,60,61,77
107499,95,78,95
106971,70,60,95
109045,89,75,83
105522,77,74,88
108438,100,77,64
106159,78,70,98
109665,70,76,65
101323,79,64,75
109673,97,100,74
102347,73,70,98
104311,63,96,81
107080,96,86,72
105983,63,71,76
103175,95,92,100
103504,67,71,79
101389,70,61,84
100982,80,68,77
101811,88,66,69
100528,68,95,65
101436,68,73,95
102081,77,88,85
107387,77,85,69
101107,65,87,64
101533,91,78,77
107718,89,82,89
106283,76,70,70
101283,82,83,81
105393,95,90,89
100287,95,63,100
104431,76,66,85
105285,87,63,64
107894,92,96,61
102004,62,76,98
101851,71,76,62
102495,78,95,92
103310,84,78,61
104103,84,99,74
101398,60,86,77
107107,68,82,62
106587,83,91,63
109582,61,96,75
104453,89,74,67
109270,98,97,81
103123,98,73,67
105474,77,87,77
103012,79,87,87
101560,85,81,100
100516,65,89,80
109095,81,70,76
106593,94,93,89
103137,93,96,88
106136,98,93,67
103916,87,83,65
107356,97,70,67
107858,64,82,100
101267,79,89,97
105322,93,62,85
101244,81,95,60
107751,64,84,86
105439,85,69,71
101799,67,94,76
104730,96,92,80
108263,91,83,80
102707,62,91,88
109241,85,60,78
103353,72,65,69
102779,65,77,94
104024,95,95,63
108039,90,62,61
105261,69,88,65
107990,77,74,95
108843,89,76,79
104928,71,88,88
100332,94,68,79
109669,93,67,63
108080,88,88,79
102197,82,83,70
106592,85,68,96
103597,87,72,95
108684,77,80,78
109083,93,85,77
107527,93,90,88
106886,85,91,96
102786,80,81,75
102850,67,90,97
106677,60,63,98
107256,72,82,71
102102,67,73,75
104551,83,62,68
101871,98,88,85
101362,62,89,75
101026,69,94,75
102801,90,85,60
106856,86,81,100
100694,72,67,80
101393,78,62,75
102726,99,76,85
102944,89,76,72
108136,98,90,76
107837,66,95,78
100536,62,61,87
104734,73,86,85
106661,76,74,75
103149,91,60,96
102723,68,99,72
103861,99,87,74
105775,91,73,69
105075,85,93,88
106939,78,83,100
104505,79,91,89
102542,88,97,70
101352,61,78,90
105369,86,75,68
104444,90,86,98
106424,81,63,64
101072,71,67,74
108363,95,71,100
101222,94,93,84
108027,60,68,99
103417,84,64,68
103326,92,84,81
107362,100,70,77
107799,64,88,67
109674,89,92,69
108183,78,74,100
100820,97,68,81
106579,99,69,61
106521,62,95,91
108943,93,62,85
106774,85,89,88
101749,87,100,65
108409,82,89,93
103380,66,69,67
103970,89,92,72
105814,92,65,62
102744,99,96,82
103002,83,85,94
106438,97,94,66
101071,70,61,84
103519,69,74,80
108264,61,60,86
101679,60,75,63
102813,63,69,75
101653,85,92,94
103752,100,73,88
104683,72,76,94
104815,63,63,85
107082,94,98,60
100227,87,71,66
107434,61,76,84
101399,68,74,62
104962,98,96,66
102955,93,97,91
102168,91,87,89
108450,89,61,91
103334,73,62,100
102857,74,61,74
100691,88,61,66
100486,76,96,70
107744,95,96,64
108268,84,94,61
102306,66,65,99
106340,78,97,86
107865,93,95,63
103721,68,74,97
108734,74,70,92
107630,78,68,77
101031,99,79,86
104717,84,82,70
108690,72,70,85
104046,69,76,91
106762,93,89,60
106932,93,67,97
101096,84,89,97
105701,75,68,92
103510,99,86,72
109652,66,90,100
103217,77,60,92
107750,68,72,84
103966,61,65,94
103991,67,82,99
106503,80,94,90
105266,100,99,95
100900,68,85,61
105341,60,72,62
101578,62,78,79
109296,92,79,85
103181,82,86,69
100557,70,82,68
100834,90,71,94
101660,68,84,61
107590,81,67,64
104801,63,82,65
100306,65,72,84
103027,87,96,97
107435,86,93,65
102166,72,62,67
105436,60,68,88
106266,63,94,63
106841,92,91,73
109004,100,93,97
109556,80,71,60
101787,74,64,71
106829,84,81,80
103735,63,66,93
107105,92,99,89
101852,69,85,82
105692,66,95,86
102082,63,80,67
101907,88,70,93
103023,63,81,98
108366,75,89,96
109267,92,92,77
109322,98,94,69
106703,88,64,85
104196,65,80,97
103819,61,90,77
108222,77,74,87
108716,68,87,86
109274,69,97,86
104411,73,73,74
103600,84,78,90
101682,64,90,99
107130,67,93,98
105321,65,75,99
109344,99,97,65
109755,80,64,63
103447,63,82,74
108256,61,73,86
100504,69,67,82
105135,86,70,79
105589,61,60,70
107322,100,63,82
109601,98,83,72
108735,81,72,79
109823,72,92,89
109376,66,78,93
109218,92,73,63
107515,80,77,86
107325,72,85,88
101396,82,91,95
100509,80,90,95
100424,93,84,69
107950,92,68,88
104071,69,80,81
109477,96,61,74
104390,63,71,75
100140,68,93,90
107160,88,70,68
106063,73,95,80
104098,83,67,86
106760,67,65,74
101032,72,74,88
105997,62,84,100
102781,96,80,88
103694,73,65,79
105919,83,95,95
103603,99,75,63
102588,69,60,73
104005,99,75,76
104305,75,66,97
103376,71,90,71
100867,69,73,74
103257,61,95,70
106540,86,68,85
107425,71,91,95
104037,91,96,85
108246,71,97,93
109010,61,88,69
104340,68,73,86
102154,85,73,70
103302,90,89,86
105699,93,75,66
109169,83,88,96
103041,80,77,89
101910,68,96,79
102422,60,76,63
103561,94,64,94
108373,90,72,100
109146,98,75,100
101894,80,70,62
108506,97,91,67
103395,82,71,89
103346,82,88,77
105203,80,86,89
100063,67,79,82
109051,61,63,93
103013,90,97,73
103476,72,63,77
101630,65,100,67
107832,81,74,96
105119,65,81,64
104387,76,74,87
108980,83,100,80
106299,100,84,66
101204,97,64,71
104786,99,69,83
103100,100,80,69
100967,98,83,90
101194,60,67,99
100571,69,84,75
108712,75,89,72
108916,64,62,86
109594,88,67,65
109329,95,67,97
103115,80,64,65
107564,66,91,78
104277,91,87,73
106800,85,71,60
107243,76,67,78
105068,64,61,88
104140,73,82,98
102656,93,81,65
104791,77,90,79
108029,61,100,77
107365,85,87,98
107690,82,88,85
106544,82,80,89
107421,77,61,74
105615,63,91,63
104824,79,73,94
109804,89,65,63
105042,64,70,99
107663,80,70,71
104983,90,100,100
102479,75,74,81
100945,93,92,88
105502,64,64,84
102303,79,86,66
107982,97,100,70
108335,60,82,77
109679,77,66,61
106099,77,66,78
109226,99,66,75
105097,100,99,95
100396,78,63,72
103144,65,83,97
108443,94,62,63
108520,63,65,65
108293,60,79,77
109257,95,65,71
102339,85,71,80
105401,80,88,67
102167,89,82,86
103132,61,82,93
106631,74,90,95
103250,98,100,87
103804,64,97,86
100219,66,98,98
105339,77,75,97
102107,89,84,86
101447,61,86,86
106532,76,97,82
107725,62,93,60
109264,74,81,80
104022,84,66,64
102158,65,79,75
103546,81,69,66
108589,68,80,87
108271,68,71,81
104783,93,87,87
106511,65,84,74
101148,92,75,83
109117,60,92,73
109025,66,99,93
107058,74,80,70
102943,97,94,88
107803,88,63,86
109963,76,94,92
106439,89,94,81
101038,78,70,71
108518,89,68,79
106672,97,65,80
105081,63,79,99
102890,70,62,69
109575,99,68,82
107187,92,65,96
102754,92,90,88
107457,88,74,76
105209,74,72,95
102358,91,95,60
105832,94,69,85
109576,97,83,96
104555,95,73,74
105849,63,72,81
101117,73,77,91
106901,78,68,70
106949,77,80,93
100496,94,77,96
102305,94,96,91
103431,79,85,100
101541,64,70,66
104558,71,95,82
106911,81,61,95
105707,63,69,77
100460,94,66,66
102884,79,74,63
103445,86,67,71
105055,68,82,71
103693,74,85,77
100846,95,65,100
109245,72,67,62
104202,77,86,86
100403,83,61,67
104446,77,67,78
109448,92,97,63
108011,71,96,67
103409,100,70,74
108125,62,62,69
106380,82,85,79
109614,64,90,87
104315,75,67,68
109640,77,94,72
106628,99,69,81
102868,73,98,77
107573,91,73,61
104897,95,97,85
105852,63,81,96
107563,85,79,83
106125,88,76,64
108116,78,71,91
109626,91,85,96
107334,83,67,84
107305,70,94,100
101999,73,86,78
109824,73,89,83
106187,73,69,92
104503,79,69,61
102048,61,70,99
107777,63,73,89
109041,72,83,87
105356,68,88,75
103556,70,73,64
107501,66,82,94
100841,91,94,64
103953,91,95,64
103577,81,83,60
102357,73,74,89
108492,67,83,82
106687,88,97,91
108641,78,90,76
102351,89,91,64
107360,86,95,64
109210,75,67,91
109675,61,78,90
100107,85,91,67
101684,78,66,62
102097,99,75,71
109050,82,95,94
104627,87,97,90
105125,71,76,99
100478,98,61,94
103096,60,98,97
102318,69,69,74
104182,82,63,66
106746,65,83,61
103908,83,65,95
109967,66,60,73
105491,82,66,63
106471,83,62,95
105136,61,67,86
105787,86,83,82
102145,91,92,71
109189,79,96,90
101941,85,99,99
109541,100,66,62
108879,67,68,86
107329,71,78,60
103550,77,66,72
101302,100,92,68
103213,60,74,61
104375,71,91,88
105542,96,95,84
109251,95,85,63
108640,73,72,91
101908,68,84,85
107191,98,74,81
106998,70,69,94
102317,85,82,74
103087,69,72,83
100432,80,97,60
107061,64,93,64
103481,99,64,98
100463,76,79,83
109939,78,100,87
100199,74,64,76
101007,83,70,61
101171,95,71,95
105387,90,71,63
108242,63,61,80
107685,70,97,94
108493,92,64,67
104988,81,69,99
102425,93,87,76
103564,78,91,94
108658,93,80,74
105681,72,79,62
104589,62,97,80
102569,85,87,81
101188,90,82,97
109252,88,91,67
100494,77,87,85
105917,74,62,60
109948,73,94,62
104130,93,76,80
101830,82,78,84
107200,84,98,98
106907,90,63,76
109300,70,93,78
108669,63,67,85
101886,91,78,97
100883,92,66,90
109259,73,66,96
102314,99,83,67
101296,60,84,65
108061,84,60,63
103468,80,96,72
103164,86,95,85
102494,87,62,81
102041,83,81,62
106946,86,69,71
109398,69,81,89
109220,93,60,61
103434,86,60,87
108786,91,95,72
104785,100,91,91
108185,91,64,75
105164,68,68,90
100401,96,100,83
104812,77,66,95
107970,90,75,65
100840,61,96,84
105985,89,82,76
101147,76,81,74
103273,80,79,63
101059,68,82,99
101624,96,67,98
107275,89,71,65
106280,75,75,89
106973,73,71,78
109518,85,69,87
107097,97,92,96
105966,76,95,63
105357,71,94,88
100267,62,64,75
101644,93,70,63
108921,88,79,73
107943,86,98,83
108705,61,84,99
104126,86,89,97
103451,68,69,60
102701,79,68,93
106235,87,80,95
103278,95,70,60
105682,82,65,61
101549,85,74,100
107880,84,85,92
109752,80,98,99
105264,96,64,73
102538,84,78,61
107385,90,70,63
108401,72,98,76
101163,88,92,87
103563,64,93,63
107236,61,90,80
108815,65,77,84
109074,81,65,90
103161,84,65,93
104926,68,68,79
101991,90,99,66
105008,92,75,95
101979,81,91,98
105010,63,84,62
104110,80,95,67
107558,77,96,93
104316,77,96,76
107398,71,67,100
108218,78,76,88
107175,95,62,60
101328,81,64,88
100442,94,93,73
102385,93,64,98
102206,69,91,97
103229,87,68,84
102369,83,71,74
101378,96,67,89
100179,93,89,69
104002,71,75,79
105049,68,92,89
101750,89,77,92
101110,93,73,70
106620,74,64,65
105907,90,100,75
101732,91,97,71
107919,83,92,61
102270,81,68,71
105005,62,79,67
102409,86,62,70
108377,96,66,73
106449,69,69,85
104023,61,79,75
102871,63,82,75
100364,77,66,74
107412,61,76,82
105037,90,73,66
107879,94,76,77
108920,93,63,87
106085,70,76,99
108489,66,62,87
108361,65,71,76
105355,66,73,74
105807,98,77,79
102056,65,67,98
102575,90,75,83
104138,68,82,95
102511,77,61,89
108417,82,71,85
106647,63,91,90
100488,75,94,68
109971,98,61,64
109339,90,100,67
101678,66,80,71
107829,89,81,91
105913,82,64,98
106343,70,83,88
109803,88,82,84
102552,67,94,88
103408,87,60,61
103630,79,63,93
101543,62,79,76
108662,67,95,85
102426,72,71,72
100938,79,98,72
108917,90,87,96
100652,90,78,81
103401,87,84,71
103674,75,70,64
105471,83,93,96
109185,90,77,95
106369,79,79,67
108790,68,95,66
102202,73,91,81
104010,98,67,80
100682,98,99,61
108833,62,99,91
101738,64,71,96
100352,98,98,70
105067,65,63,91
104233,93,77,82
109688,84,93,98
106102,88,61,92
101772,81,90,64
109390,74,88,97
102055,64,99,100
106013,77,61,89
108141,75,99,73
104642,85,97,84
109719,96,62,61
105534,72,66,69
106281,98,100,68
104244,89,88,81
100877,90,84,90
103616,94,79,88
100049,79,100,68
105901,79,75,99
107714,91,86,97
102260,96,87,81
100054,71,60,64
105754,67,87,65
105032,65,92,80
109542,73,88,95
107680,94,68,66
103736,92,71,82
103340,92,67,72
108473,88,77,91
103037,72,94,89
106554,89,67,74
107967,70,84,86
106644,69,72,84
108096,79,76,89
108596,82,83,85
108695,83,81,73
108416,90,71,63
102674,73,91,60
102898,91,73,62
106564,76,87,100
105026,78,96,81
108835,61,74,67
106336,75,62,98
103139,92,70,85
100929,74,96,66
105651,69,82,91
100854,66,100,92
102889,63,68,73
106265,66,99,81
108239,75,89,91
104201,89,88,85
105678,81,79,73
103391,70,80,63
101437,73,88,97
102315,87,65,73
109052,86,85,99
103989,86,72,86
106361,64,81,96
100783,89,92,73
104634,88,63,77
109814,75,87,90
100098,87,89,96
103308,100,69,99
105105,92,93,94
106394,74,67,72
109944,64,63,64
104945,85,87,82
108732,92,61,77
107059,72,82,100
103899,73,90,95
100474,65,86,68
101407,83,61,85
105601,97,87,72
102397,90,96,87
108992,88,69,87
100176,81,68,82
101153,79,91,70
107414,84,89,83
107231,83,83,87
107406,70,70,85
100265,90,81,95
107945,92,62,78
107314,81,62,60
100991,100,73,88
101041,90,86,63
100127,66,77,87
104437,85,94,64
102983,65,72,78
100377,91,90,66
105731,87,65,73
106773,85,74,78
107313,93,81,68
102521,87,89,85
109176,76,73,77
101424,76,89,76
100806,75,63,80
104813,90,96,77
100384,94,83,73
106227,65,85,60
106992,68,99,78
101028,76,92,97
100218,98,98,90
103743,99,61,80
108048,88,76,67
100408,65,74,67
107612,60,64,67
100838,79,92,74
101199,83,68,66
109062,90,82,100
108991,98,65,75
106342,100,60,66
107374,94,81,65
107509,77,73,66
104700,75,95,83
107164,70,95,82
104546,78,92,88
107909,100,83,71
109865,87,82,100
104847,98,88,67
106898,74,72,95
109445,77,70,78
100193,63,99,75
108761,85,79,71
106184,84,71,78
107774,91,93,64
100441,83,81,87
108638,75,88,61
107439,81,82,67
105226,89,91,79
106137,82,66,71
106219,84,65,66
106804,63,86,92
100761,69,89,65
107226,98,79,99
106291,60,81,79
109423,75,73,64
107075,74,91,81
105592,65,74,88
101737,77,71,84
108248,63,68,98
109817,79,97,71
107220,78,80,79
103723,61,77,93
105273,67,78,99
101592,68,93,75
104728,91,76,74
101053,74,100,79
109209,74,88,100
103796,80,79,96
100393,78,91,73
108058,95,90,100
107057,100,61,86
105153,99,78,91
107285,91,95,99
105644,61,84,99
103163,86,77,97
104083,84,83,67
101876,98,67,72
105626,91,74,93
104497,71,72,76
107552,95,69,78
100936,71,80,94
102586,89,66,66
107745,96,76,85
104432,70,79,71
102121,86,93,81
104966,71,75,95
104212,67,77,79
107400,92,100,87
101762,87,94,66
101593,67,89,63
101440,80,83,60
100636,77,95,71
107801,70,72,64
104939,88,67,86
108371,66,83,97
100212,88,80,72
106608,76,63,62
105336,64,98,83
103372,65,65,74
104214,84,100,97
109003,92,60,90
100635,72,85,66
102606,61,95,73
104206,72,71,79
108778,85,73,81
106035,60,74,65
109164,65,95,95
105782,72,84,75
106612,90,96,98
109988,100,83,98
104405,77,78,95
103252,88,86,66
101183,88,81,81
100456,71,73,73
108773,89,61,83
105078,61,94,91
108063,100,83,89
105146,60,82,100
105058,87,73,93
102980,75,60,91
101065,76,90,100
103931,86,78,86
107416,73,100,93
103781,85,67,81
109964,83,98,76
102798,67,85,68
105834,79,70,72
100796,98,94,99
104994,61,86,72
105115,100,86,68
106497,64,67,87
106309,75,90,92
109316,81,75,64
100850,79,95,93
106799,88,80,64
105808,93,92,82
108877,70,84,76
100999,84,94,76
105777,85,67,87
106452,67,92,72
102725,80,84,78
101294,95,75,70
104560,83,99,91
108275,74,78,95
102522,75,76,67
106120,64,96,98
109219,96,95,86
104843,90,70,61
109600,92,90,77
100919,99,98,69
105388,81,78,63
105046,61,71,84
104286,83,91,99
109894,60,80,67
109493,74,74,63
103527,87,99,77
104122,73,65,77
106707,97,82,92
108752,94,72,64
105831,72,81,95
100776,62,78,71
108180,93,61,75
103696,74,98,84
104584,77,83,94
101902,67,78,92
101299,87,87,68
109416,83,89,68
105224,95,83,91
108130,61,64,99
105867,67,80,88
108296,71,100,61
108418,99,71,94
103806,70,65,66
102117,68,62,95
100465,74,81,92
106272,89,79,69
108178,91,89,78
107197,86,92,90
107523,76,77,81
104469,91,74,64
100657,86,93,74
107845,97,81,82
105501,65,70,70
103662,73,79,82
104079,69,76,74
102571,81,88,98
100045,62,98,82
100866,92,76,95
102658,64,100,74
107969,100,62,97
107506,66,72,65
108763,61,62,84
101449,99,76,73
105833,72,97,63
106017,82,81,69
101249,100,98,92
106488,72,99,100
106329,76,69,61
105006,63,85,94
107729,82,74,65
108193,84,73,95
106577,65,69,81
101233,80,86,81
100242,70,79,87
104682,100,100,73
100758,85,67,68
102025,86,73,89
107761,85,73,81
101168,90,86,99
107941,85,62,61
106345,65,72,70
107580,87,70,66
108925,60,61,63
106066,93,67,75
105281,62,73,62
109671,69,80,85
102999,74,73,60
101673,99,93,64
100250,83,83,92
108476,65,88,76
102201,94,95,74
109909,91,95,85
101904,62,86,82
101056,96,75,80
108628,74,85,87
103259,87,92,63
101173,87,88,77
101122,60,69,77
109275,81,61,65
108282,97,100,71
104176,77,77,91
106788,68,96,65
108874,68,91,98
105513,73,99,96
108415,80,68,80
103975,81,71,72
102148,83,71,72
109215,61,77,88
106989,98,97,63
100674,71,65,75
100695,84,61,100
109529,89,74,66
105912,91,68,84
109661,81,62,86
101637,88,76,94
100285,72,79,77
103671,88,81,66
103871,100,91,83
108830,61,69,95
109881,91,66,74
108428,70,92,66
100026,88,61,96
109573,97,89,75
102775,81,88,86
102950,71,90,84
107237,64,66,62
101705,98,93,98
105545,74,98,86
105671,95,60,70
100913,99,80,98
107864,91,93,88
105386,68,61,80
107150,82,98,100
105879,99,78,87
105256,100,75,89
107022,94,78,79
102854,95,93,84
109807,96,62,82
101496,91,98,71
104099,96,61,71
106534,78,87,89
107349,73,75,60
101318,71,64,88
105974,81,95,72
104632,60,71,87
102649,77,63,89
101259,77,71,68
100632,93,87,89
101674,100,90,99
106310,95,90,68
102925,95,74,90
100380,94,97,99
105307,87,74,93
101661,95,67,71
103131,92,86,64
106457,84,77,79
103614,69,92,64
105720,87,88,71
101535,86,98,83
109938,73,91,83
102340,96,93,63
108785,84,62,78
100500,88,72,75
102484,95,64,67
103457,91,87,64
101891,92,78,77
105960,86,82,91
104422,68,91,85
107673,77,88,85
103260,82,60,98
109248,89,70,71
106900,60,69,79
100703,66,82,77
107408,75,96,82
108477,81,66,68
104168,78,76,61
106583,63,78,69
109001,83,96,63
103739,71,67,97
103270,60,72,85
107951,96,97,88
107415,84,62,85
106524,64,65,86
101017,94,100,81
107672,62,93,91
107244,68,71,78
109230,95,70,97
104941,64,70,97
105548,63,100,99
105631,96,95,70
104984,62,72,82
109057,72,95,65
104981,85,71,64
104255,84,87,93
108159,93,76,100
108182,95,60,89
101345,95,88,80
100150,69,72,65
101155,64,97,75
106151,71,83,96
104117,100,98,89
108898,86,94,74
100513,69,61,92
106475,85,63,86
107592,69,100,98
103854,88,72,60
103420,85,81,85
106846,64,60,86
101696,90,79,75
100708,93,92,66
101284,89,60,96
102615,89,78,75
108582,80,77,67
107397,76,85,96
109572,91,65,67
104283,98,68,89
100379,61,62,93
102279,61,98,66
105240,90,67,82
103952,97,93,85
108407,61,82,95
106491,65,69,98
109374,74,97,69
103492,69,79,69
102517,81,94,60
106231,63,78,92
105628,90,65,97
101956,83,67,88
105424,77,78,70
107471,70,69,82
101623,66,76,68
108681,66,61,65
103487,81,90,77
107532,95,85,79
108686,87,97,87
105877,76,73,80
101207,98,85,74
107320,96,91,82
103765,67,64,82
106154,74,94,73
105619,97,68,66
109976,64,60,91
101940,91,71,91
101075,68,77,68
101195,95,99,70
107896,67,71,76
107026,83,89,65
106563,63,93,76
102646,77,97,68
107500,100,97,70
102851,87,77,61
109272,96,98,66
100985,96,85,72
101548,77,66,60
107819,93,100,64
107906,100,82,97
103493,100,62,62
106260,79,96,91
105714,91,78,65
106141,82,88,78
107351,63,62,67
109946,60,61,94
107823,92,78,73
109026,65,78,79
100566,100,62,95
102466,67,80,79
103698,65,75,78
108676,75,87,91
100955,84,83,75
108150,71,69,81
